	geneName	slope	p-val	rejected	p_corrected
11690	EVC2	-0.540515651	6.272156149913809e-07	TRUE	
11691	EVC	-0.31662968	5.840537027529189e-05	TRUE	
11692	CRMP1	-0.330201775	7.915845683387064e-05	TRUE	
11708	MRFAP1L1	0.13071613884487204	0.005258436	TRUE	
11710	KIAA0232	0.1759443721528962	0.004281775	TRUE	
11711	TBC1D14	0.28632396161706397	0.000348096	TRUE	
11732	SH3TC1	-0.192373282	0.000220002	TRUE	
11806	RP11-448G15.3	0.2513542569743722	0.007949012	TRUE	
11845	BOD1L1	0.21639649801092237	0.000101331	TRUE	
11869	FBXL5	0.18064993343182734	0.006179335	TRUE	
11873	RP11-442P12.2	0.32881179580477554	0.000202098	TRUE	
11877	FGFBP2	-0.429654278	0.002499251	TRUE	
12037	PGM2	0.2690747496717852	0.003662852	TRUE	
12038	RP11-177C12.5	0.4259225450427496	0.005675763	TRUE	
12039	RP11-177C12.1	0.5342229948569307	0.001297641	TRUE	
12048	LINC01259	0.2837560266768536	0.005330664	TRUE	
12054	TLR10	0.5170010354568475	3.8252362274060494e-05	TRUE	
12055	TLR1	0.3489420577598049	0.000742982	TRUE	
12056	TLR6	0.34944063072063514	0.000580639	TRUE	
12072	UGDH	0.14064506861995413	0.005176542	TRUE	
12074	SMIM14	0.16754065219000613	0.003632745	TRUE	
12097	RBM47	0.3505230447326261	0.000360483	TRUE	
12098	RP11-588L15.2	0.34562581825404115	0.001832797	TRUE	
12101	NSUN7	0.49106138499786134	0.000173798	TRUE	
12102	ARL4AP2	0.43477333840958443	0.000755546	TRUE	
12103	APBB2	0.2560568379474394	0.00250845	TRUE	
12122	TMEM33	0.22441397116688389	0.002801532	TRUE	
12123	DCAF4L1	0.4487413127772787	0.002315783	TRUE	
12124	RP11-814H16.2	0.1870389586446271	0.00219505	TRUE	
12134	RP11-109E24.1	0.2989090359197707	0.000114654	TRUE	
12197	RP11-317G22.2	0.019694027270354943	0.003805407	TRUE	
12249	RPL21P44	0.29145702339930407	0.004153497	TRUE	
12250	RP11-571I18.4	0.31163274694757936	0.000318984	TRUE	
12251	CHIC2	0.2016690109633602	0.003208083	TRUE	
12274	LRRC34P2	0.019415886146952645	0.007178355	TRUE	
12279	TMEM165	0.26697858148543846	0.003995025	TRUE	
12287	EXOC1	0.22322557181155628	0.000251761	TRUE	
12288	RNU6-652P	0.042242043809389854	0.007497074	TRUE	
12289	CEP135	0.1857722006093466	0.000979318	TRUE	
12297	PPAT	0.1733220671058688	0.007963974	TRUE	
12312	REST	0.1305186337965233	0.002595006	TRUE	
12448	RP11-704M14.1	-0.625022362	1.2898233347743459e-05	TRUE	
12450	RP11-618I10.1	-0.22743184	0.005880905	TRUE	
12465	SULT1B1	0.5061839958915906	0.001024909	TRUE	
12504	ADAMTS3	0.6140009658320142	0.001384147	TRUE	
12531	CXCL5	0.3393264713310159	0.006179093	TRUE	
12558	THAP6	0.18057243345996432	0.000740648	TRUE	
12566	NAAA	-0.197672107	0.000352241	TRUE	
12600	CCNG2	0.22191309632700246	0.001062181	TRUE	
12602	CTB-179I1.1	0.068123498	0.001251773	TRUE	
12617	ANXA3	0.5307069514785899	7.432869261058933e-05	TRUE	
12618	LINC01094	0.4865168099928225	0.000160926	TRUE	
12634	ANTXR2	0.2363202966663206	0.000711959	TRUE	
12652	BIN2P1	0.23757127846528492	0.007127986	TRUE	
12655	HNRNPD	-0.089864414	0.005163216	TRUE	
12671	SEC31A	-0.128952716	0.003960326	TRUE	
12699	WDFY3	0.3482033045213565	2.680390295749158e-05	TRUE	
12703	WDFY3-AS2	0.3581000044104525	0.001912222	TRUE	
12706	ARHGAP24	0.2408310101199526	0.001702709	TRUE	
12719	AFF1	0.15608115080445212	0.000415306	TRUE	
12721	KLHL8	0.3554826176924935	0.000454549	TRUE	
12726	HSD17B13	0.265232197	0.00167173	TRUE	
12755	HERC3	0.1388827816606396	0.001627272	TRUE	
12760	FAM13A-AS1	0.19985831750633468	0.006096503	TRUE	
12761	FAM13A	0.16567284353351286	0.000166155	TRUE	
12770	RP11-115D19.2	0.076096742	0.004083804	TRUE	
12797	HPGDS	-0.399995972	0.000992531	TRUE	
12853	DAPP1	0.24870750895852564	7.579856688549895e-05	TRUE	
12855	LAMTOR3	0.2083764281895059	0.001751185	TRUE	
12856	DNAJB14	0.23292112308515142	0.002242424	TRUE	
12867	LINC01218	0.20218378529821915	0.007769584	TRUE	
12868	PPP3CA	0.15828540849275868	0.007234821	TRUE	
12882	MANBA	0.14056617412846817	0.000848513	TRUE	
12884	LRRC37A15P	0.2863539288049878	0.002696024	TRUE	
12885	KRT8P46	0.28840875713379477	0.004637643	TRUE	
12911	RP11-556I14.1	0.1727504834476123	0.005324599	TRUE	
12915	AC004069.2	0.45907598822235024	0.000110062	TRUE	
12916	TET2	0.2179783678425356	0.000613639	TRUE	
12928	INTS12	0.099669986	0.005274402	TRUE	
12947	CYP2U1	0.20826358332426825	0.001835241	TRUE	
12975	PLA2G12A	0.12275735365548138	0.002910109	TRUE	
12982	EGF	0.3872779841081013	0.000832327	TRUE	
13011	C4orf32	0.19231975457120196	0.000317469	TRUE	
13016	TIFA	0.2062426480195144	0.002655611	TRUE	
13017	ALPK1	0.4232796137239676	3.3619915647187723e-06	TRUE	
13018	RTEL1P1	0.38495296262624723	4.4282366581992755e-05	TRUE	
13024	RP11-402J6.3	0.2882088618210756	0.002574532	TRUE	
13025	LARP7	0.1846382454085056	0.002030819	TRUE	
13082	NDST3	0.45335636294924053	0.000205714	TRUE	
13101	USP53	0.21156078831510586	0.002399105	TRUE	
13102	C4orf3	0.1933690880030307	0.00256509	TRUE	
13106	RP11-548H18.2	0.3264454476763382	0.000750845	TRUE	
13107	GTF2IP12	0.2661825867505559	0.000966098	TRUE	
13110	RP11-33B1.1	0.21751808716292648	0.00030335	TRUE	
13112	PDE5A	0.26633180248491417	0.000233437	TRUE	
13123	PRDM5	0.6566606139401167	8.589008145332713e-07	TRUE	
13126	NDNF	0.3537468324221721	0.002398251	TRUE	
13145	KIAA1109	0.16220308839939812	0.005095552	TRUE	
13162	LINC01091	0.2078917282861958	0.000803324	TRUE	
13202	JADRR	0.069551939	0.001212322	TRUE	
13203	JADE1	0.12758467442774218	0.000553735	TRUE	
13204	SCLT1	0.1571650772466246	0.004832703	TRUE	
13276	SLC7A11	0.38376418898603454	6.859319605171e-06	TRUE	
13284	RP11-98O2.1	0.1752474359408558	0.00307916	TRUE	
13288	ELF2	0.23378846827900698	3.782461818906102e-05	TRUE	
13299	RP11-83A24.2	0.301939212	0.000158226	TRUE	
13300	RP11-83A24.1	0.2292754808050958	0.00730143	TRUE	
13301	RAB33B	0.34287999197035124	1.9985215943138838e-05	TRUE	
13319	ELMOD2	0.26965049693993004	0.004175857	TRUE	
13345	GAB1	0.20897646610498546	0.00064707	TRUE	
13447	AK4P6	0.051212284	0.000356135	TRUE	
13459	FAM160A1	0.3327123551027363	0.004022883	TRUE	
13462	RP11-164P12.5	0.36475411192251606	0.000459821	TRUE	
13481	DKFZP434I0714	0.2193134636182097	0.005239389	TRUE	
13497	KIAA0922	0.10532624647120536	0.00060948	TRUE	
13500	TLR2	0.29812628240041406	0.000633389	TRUE	
13501	RNF175	0.30811822743209655	0.001935688	TRUE	
13502	RP11-153M7.5	0.46967805258272766	0.000563786	TRUE	
13509	RP11-158C21.2	0.059792893	0.006613042	TRUE	
13581	C4orf46	0.1316069694829703	0.0073375	TRUE	
13583	PPID	0.21204562543906438	0.000735093	TRUE	
13644	TMEM192	0.11189916513532594	0.001522366	TRUE	
13645	KLHL2	0.5217415993467619	1.544627085283102e-05	TRUE	
13647	GK3P	0.30182100945574947	0.002942944	TRUE	
13669	DDX60L	0.2856258647896007	0.000100215	TRUE	
13714	GALNT7	0.2786935982582655	6.751734261472957e-05	TRUE	
13716	RP11-798M19.3	0.21296325553236917	0.003723665	TRUE	
13717	HMGB2	0.23427573694033754	0.001614485	TRUE	
13723	RP11-489G11.3	0.2001890781983221	0.007016186	TRUE	
13735	FBXO8	0.15684380632650408	0.003865741	TRUE	
13736	CEP44	0.17969772041899942	0.000545147	TRUE	
13739	HPGD	0.860906446	1.4188357592859067e-05	TRUE	
13740	RP11-440I14.2	0.3531603100202982	0.000893194	TRUE	
13741	RP11-440I14.3	0.6505079522602704	2.3207397867810085e-05	TRUE	
13764	VEGFC	0.3440710547708664	0.000592561	TRUE	
13802	DCTD	-0.119767704	0.003235679	TRUE	
13832	RP11-290F5.2	0.2937010961458105	0.005582977	TRUE	
13834	IRF2	0.19648231056322046	0.000360966	TRUE	
13841	CASP3	0.1792778653823959	0.000718297	TRUE	
13844	ACSL1	0.3004352553769715	0.000208902	TRUE	
13847	MIR3945HG	0.4740463776580308	0.000223293	TRUE	
13849	LINC01093	0.5866153879580591	0.000136798	TRUE	
13955	SDHA	-0.139983524	0.000646743	TRUE	
13976	SPCS2P3	0.052872814	0.004853751	TRUE	
13977	BRD9	-0.096176774	0.000199532	TRUE	
13984	SLC12A7	-0.238293282	0.002112793	TRUE	
14007	NDUFS6	-0.121836937	0.004184119	TRUE	
14011	IRX4	-0.211255948	0.002826518	TRUE	
14139	FAM173B	0.19197195899391675	0.00540434	TRUE	
14149	ROPN1L	0.38308607307800646	0.001021969	TRUE	
14151	LINC01513	0.3825123923632226	0.00378935	TRUE	
14152	RPL30P7	0.47969440735727487	0.000580392	TRUE	
14154	LINC02212	0.29229466656371206	0.003930287	TRUE	
14155	LINC02213	0.29838410272601285	0.002167472	TRUE	
14156	RP11-54F2.9	0.39447389074248473	5.7530665020199864e-05	TRUE	
14163	DAP	-0.147496563	0.000144007	TRUE	
14182	CTD-2165H16.3	0.5045542046001529	0.000655109	TRUE	
14209	FAM134B	0.18418589274929292	0.003562429	TRUE	
14212	MYO10	0.277536376	0.006209207	TRUE	
14213	RNA5SP179	0.033583777	0.00756882	TRUE	
14218	AC091878.1	0.48177062108386415	0.000731337	TRUE	
14228	LINC02217	0.5618825432797743	6.188613445010803e-05	TRUE	
14254	RP11-432M8.15	0.062841634	0.002454702	TRUE	
14380	GOLPH3	0.12632845535376525	0.003156361	TRUE	
14409	AMACR	0.2145986403794326	0.002706659	TRUE	
14451	SLC1A3	0.5798461195350334	3.1536168525555345e-05	TRUE	
14454	CTD-2353F22.2	0.765133338	6.898043771666621e-08	TRUE	
14456	NIPBL	0.11824852257987611	0.001703411	TRUE	
14458	RPS4XP6	0.2729422158431823	0.002005143	TRUE	
14496	FYB	0.21780506382714648	9.386508518706785e-05	TRUE	
14511	PRKAA1	0.1429004641717294	0.00141123	TRUE	
14515	CARD6	0.44533179763334463	0.002650745	TRUE	
14535	CCDC152	-0.256764556	0.006548626	TRUE	
14549	CTD-2035E11.5	0.2522978823319908	0.007201751	TRUE	
14553	RP11-447H19.3	0.11561624750846985	0.00496741	TRUE	
14592	PARP8	0.13623333544157734	0.002301908	TRUE	
14675	IL6ST	0.22476139353342395	0.000123702	TRUE	
14691	C5orf67	0.45864661674445933	0.001290792	TRUE	
14692	AC022431.3	0.3868740525822224	0.007810001	TRUE	
14694	MAP3K1	0.22930728155469382	0.001103119	TRUE	
14704	GPBP1	0.11207419937250318	0.005746319	TRUE	
14725	RP11-266N13.2	0.33846818728864425	0.001478233	TRUE	
14761	IPO11	0.3843661132241998	7.65466479361658e-06	TRUE	
14766	LRRC70	0.4659775796006537	0.00013343	TRUE	
14790	TRIM23	0.27039573459865657	0.000692126	TRUE	
14798	ERBIN	0.18420697752408127	0.002150517	TRUE	
14806	MAST4	0.15473659854837868	0.006200069	TRUE	
14845	CDK7	0.12161246818407187	0.006689186	TRUE	
14853	MARVELD2	0.35438575616759804	0.000178926	TRUE	
14859	GTF2H2C	0.2965555533410299	8.670646739765699e-05	TRUE	
14860	RP11-848G14.2	0.489848474	0.000492787	TRUE	
14861	RP11-848G14.5	0.4605873871061106	0.007257424	TRUE	
14865	RP11-98J23.1	0.573174164	0.002265967	TRUE	
14869	RP11-1319K7.1	0.49700697506533953	9.773420545655793e-05	TRUE	
14873	GTF2H2B	0.36062323537256047	0.002593232	TRUE	
14882	NAIP	0.4782693835945001	0.000228659	TRUE	
14883	GTF2H2	0.3258766852356607	0.004065552	TRUE	
14885	RP11-1280N14.3	0.3888510874031712	0.004453598	TRUE	
14913	TNPO1	0.21871242362442056	9.382120093159522e-05	TRUE	
14918	FCHO2	0.3472527460269393	3.930215140204508e-05	TRUE	
14921	TMEM171	-0.339318999	0.002115195	TRUE	
14932	BTF3	-0.127824157	0.005112191	TRUE	
14934	ANKRA2	0.15056016296657915	0.003175363	TRUE	
14948	ENC1	-0.348263247	0.000172392	TRUE	
14950	GFM2	0.1252502825975252	0.001325346	TRUE	
14966	HMGCR	0.1740795026593821	0.001400454	TRUE	
14968	COL4A3BP	0.23436493211282775	0.000382369	TRUE	
14992	IQGAP2	0.18291545601786402	0.001204859	TRUE	
15000	F2RL1	0.5350818764449388	6.517095359601475e-05	TRUE	
15005	AGGF1	0.20062411724910983	0.001641816	TRUE	
15048	MTX3	0.1853181116470723	0.004947003	TRUE	
15063	ZFYVE16	0.26564984805773467	0.000128609	TRUE	
15064	CTD-2015H6.3	0.2771349222961595	0.001542589	TRUE	
15107	RP11-343L5.2	0.4169865695441103	0.00140152	TRUE	
15109	XRCC4	0.29396044078559347	0.000686239	TRUE	
15144	CTD-2299E8.1	0.05284916	0.002755129	TRUE	
15154	RASA1	0.1397821283571191	0.004869243	TRUE	
15175	CTD-2232E5.2	0.17316644685356142	0.004365731	TRUE	
15187	LYSMD3	0.23156512993162814	0.001103451	TRUE	
15215	FAM172A	0.2011360819985539	0.00110907	TRUE	
15219	RP11-549J18.1	0.2719178978338048	0.000596667	TRUE	
15220	KIAA0825	0.3725362208721914	4.509893020124005e-05	TRUE	
15224	CTC-303L1.1	0.47979232590155857	0.000105421	TRUE	
15226	SLF1	0.3008654673306514	7.968182028960284e-06	TRUE	
15227	MCTP1	0.26796375619235757	2.1529211207324423e-05	TRUE	
15245	AC008592.8	0.3864844914428904	0.000378237	TRUE	
15299	CTD-2007H13.1	0.25715359994487164	0.000420133	TRUE	
15324	FAM174A	0.22165848127690685	0.000822803	TRUE	
15327	ST8SIA4	0.2972250064123734	5.073576742585085e-06	TRUE	
15334	SLCO4C1	0.36061883822430574	6.788408523878958e-06	TRUE	
15335	RN7SKP68	0.025249111	0.005739829	TRUE	
15341	PAM	0.16893960379048395	0.004217504	TRUE	
15346	C5orf30	0.46431361410903105	0.002272695	TRUE	
15347	CTD-2154H6.1	0.2846765233381776	0.005904598	TRUE	
15366	EFNA5	0.31222851710152955	0.003232631	TRUE	
15381	PJA2	0.2032791767721976	0.000938154	TRUE	
15424	HMGB3P16	0.035346163	0.007554382	TRUE	
15427	APC	0.24270429445961744	0.000469776	TRUE	
15430	SRP19	0.12653761473600367	0.001824335	TRUE	
15437	DCP2	0.27088307405989365	0.000542789	TRUE	
15438	MCC	0.28826257395255545	0.000386138	TRUE	
15450	TRIM36	0.2156325250042433	0.006587919	TRUE	
15452	CTC-428G20.2	0.19644115163915918	0.00417708	TRUE	
15453	PGGT1B	0.21390692047959864	0.001724151	TRUE	
15473	AP3S1	0.1240246808117193	0.00654725	TRUE	
15516	TNFAIP8	0.1273666497304895	0.001221247	TRUE	
15555	CTB-36H16.2	0.34476356	0.001732389	TRUE	
15564	CEP120	0.14471309972995994	0.007197766	TRUE	
15568	CSNK1G3	0.15161375402388874	0.003102656	TRUE	
15571	HMGB1P29	0.053289952	0.002841374	TRUE	
15577	ZNF608	0.725902985	4.570735530674437e-07	TRUE	
15579	RP11-436H11.5	0.10988305840543325	0.000599639	TRUE	
15609	LMNB1	0.27569998811535057	0.000104956	TRUE	
15657	FNIP1	0.1969870957960957	0.001861043	TRUE	
15671	P4HA2	0.3395532577803935	3.4310960148331916e-05	TRUE	
15675	SLC22A4	0.4200442312680269	0.000366154	TRUE	
15676	AC034220.3	0.23184269040591568	0.0022312	TRUE	
15680	AC116366.5	0.3284659161198231	0.007520773	TRUE	
15686	IL13	-0.356129511	0.004884761	TRUE	
15687	IL4	-0.3666561	0.005798684	TRUE	
15698	LEAP2	0.18559630815615874	0.002306567	TRUE	
15721	VDAC1	-0.159180102	0.00054868	TRUE	
15731	UBE2B	0.17227574575442622	0.001404217	TRUE	
15732	RP11-215P8.2	0.2895938262557995	0.002683213	TRUE	
15737	AC005355.1	0.18619286096491677	0.002598975	TRUE	
15759	MTND4P12	-0.269066708	0.003509038	TRUE	
15788	TGFBI	-0.231488766	0.000625249	TRUE	
15806	HNRNPA0	-0.13642549	0.003604379	TRUE	
15820	BRD8	0.11703349915362654	0.003061293	TRUE	
15825	CDC25C	0.2792798822376752	0.004103323	TRUE	
15827	KDM3B	0.12763819266080223	0.001333469	TRUE	
15860	UBE2D2	-0.057828034	0.007616832	TRUE	
15879	PFDN1	-0.091242511	0.004168615	TRUE	
15882	SLC4A9	0.4600965522143947	0.000246423	TRUE	
15889	APBB3	-0.132225696	0.007386167	TRUE	
15894	HAUS1P1	0.4544408381658968	0.007168864	TRUE	
15902	HARS	-0.082405029	0.00078059	TRUE	
15930	CH17-140K24.1	0.037830565154268365	0.001862742	TRUE	
15947	PCDHB11	0.18976191976032253	0.005124933	TRUE	
15956	TAF7	0.14752948067629063	0.006605941	TRUE	
15990	RELL2	-0.161338362	9.04537987859488e-05	TRUE	
15996	KIAA0141	-0.106453529	7.404384818224735e-05	TRUE	
16012	ARHGAP26	0.20413268274451596	0.000528481	TRUE	
16066	JAKMIP2	-0.340634513	0.000797011	TRUE	
16085	FBXO38	0.21566912682839257	0.001618956	TRUE	
16090	SH3TC2	0.3093314770258499	0.001551693	TRUE	
16121	CSF1R	-0.282169628	0.000244183	TRUE	
16123	PDGFRB	-0.433182882	0.000945057	TRUE	
16129	CD74	-0.320414119	0.00016343	TRUE	
16130	RPS14	-0.18823651	0.001581535	TRUE	
16156	SLC36A1	0.2894401892727334	0.002211545	TRUE	
16183	MFAP3	0.2852686958223169	0.000488208	TRUE	
16185	SAP30L-AS1	0.1961704030645054	0.003566897	TRUE	
16189	SAP30L	0.279882772	0.007843894	TRUE	
16218	HAVCR2	-0.262052713	0.000431541	TRUE	
16219	CTB-120L21.1	-0.218081079	0.007551192	TRUE	
16263	RNF145	0.14909996284478766	0.001175705	TRUE	
16267	UBLCP1	0.25250864080551616	0.000388683	TRUE	
16269	IL12B	0.33093891720101637	0.000143753	TRUE	
16280	FABP6	0.3961979832055835	0.003267338	TRUE	
16314	MAT2B	0.11875954530576416	0.002656653	TRUE	
16361	SPDL1	0.17769647140582345	0.005460327	TRUE	
16368	LINC01187	0.3384742793009984	0.003859951	TRUE	
16407	RP11-779O18.1	0.39178486187388806	0.004778352	TRUE	
16408	RP11-779O18.2	0.4861399456904399	0.000961288	TRUE	
16410	RP11-779O18.3	0.29596213096174445	0.004228405	TRUE	
16421	CREBRF	0.20275092778414427	0.004045112	TRUE	
16441	CPEB4	0.24838983656045527	0.000168631	TRUE	
16466	RN7SKP148	0.078340314	0.000749932	TRUE	
16475	RP11-826N14.1	0.20195248934150373	0.00560536	TRUE	
16492	HIGD2A	-0.177525394	1.4621287927184937e-05	TRUE	
16497	CDHR2	0.35190958800359695	0.00011875	TRUE	
16503	TSPAN17	-0.148022141	0.000289362	TRUE	
16518	MXD3	0.26210476344234546	0.000467848	TRUE	
16521	RGS14	0.1890163621325247	0.005233148	TRUE	
16533	DDX41	-0.156928296	0.000119108	TRUE	
16536	TMED9	-0.113922273	7.209086072770647e-05	TRUE	
16537	B4GALT7	-0.241149383	2.706988029610505e-06	TRUE	
16547	RP11-1252I4.2	-0.23099849	0.002330177	TRUE	
16553	RP11-889L3.1	-0.20156861	0.006350563	TRUE	
16566	CLK4	0.3188856443235841	2.855601324332399e-05	TRUE	
16567	RN7SKP70	0.19622581641631243	0.003056513	TRUE	
16568	ZNF354A	0.3717204770333673	0.000587527	TRUE	
16583	ZNF354C	0.2609370133263552	0.002238726	TRUE	
16584	ADAMTS2	0.8154278574647712	0.000640078	TRUE	
16608	CTC-241N9.1	0.294716308	0.001190778	TRUE	
16609	TBC1D9B	-0.116880679	8.707331026199707e-05	TRUE	
16615	RP11-39H3.2	0.34772028929580956	0.002255094	TRUE	
16639	BTNL8	0.32991376041129705	0.002959965	TRUE	
16640	RPS29P12	0.21988378644626655	0.000139492	TRUE	
16644	BTNL3	0.8026948109798645	0.006695946	TRUE	
16660	RACK1	-0.166235865	9.974543744129617e-05	TRUE	
16664	TRIM52-AS1	-0.184107581	0.000994651	TRUE	
16703	FOXC1	0.366457279	0.0045149	TRUE	
16704	GMDS	-0.145874341	5.606454767510799e-05	TRUE	
16713	SERPINB1	0.3377803412234165	0.001557696	TRUE	
16721	NQO2	0.3493494687626369	0.001360338	TRUE	
16738	RP11-506K6.4	0.28176300674785587	0.004292832	TRUE	
16752	RP3-406P24.5	0.3781563064092889	0.000236378	TRUE	
16778	LYRM4	-0.203958968	9.092185263448522e-06	TRUE	
16780	FARS2	-0.150996565	0.007866456	TRUE	
16793	LY86-AS1	0.2823559593846211	0.003835309	TRUE	
16796	RP1-80N2.3	0.5015374534204768	0.000105919	TRUE	
16828	SLC35B3	0.19917723364853596	0.00235351	TRUE	
16853	RP11-421M1.8	0.2686973567917066	0.005260526	TRUE	
16855	RNA5SP203	0.10519082977013083	0.007762559	TRUE	
16856	MAK	0.6463750455940739	2.035796730446158e-05	TRUE	
16859	SYCP2L	-0.376487647	0.00536921	TRUE	
16894	SIRT5	0.35937214829581143	0.000420842	TRUE	
16896	RANBP9	0.1263647594534637	0.005980336	TRUE	
16908	RP11-330A16.1	0.1600820416414952	0.003305479	TRUE	
16914	JARID2	-0.126518226	0.007384326	TRUE	
16922	RP1-13D10.5	0.2451714383070399	3.6264918940063614e-05	TRUE	
16923	MYLIP	0.21786955994602308	0.000117794	TRUE	
16927	MRPL42P2	0.17643615827586118	0.004018329	TRUE	
16931	ATXN1	0.17148347835174077	0.000382007	TRUE	
16940	FAM8A1	0.3216355250419424	5.485385290428462e-06	TRUE	
16941	NUP153	0.14137096022663181	0.001155877	TRUE	
16945	KIF13A	0.1708420574722873	0.001908706	TRUE	
16949	KDM1B	0.11692263458278984	0.006339824	TRUE	
16954	RP11-528A10.1	0.2919326335659754	0.000192884	TRUE	
16955	RNF144B	0.3290287231698945	0.001135812	TRUE	
16970	E2F3	0.28879449410897007	0.000226711	TRUE	
16990	PRL	0.5900276901428458	0.004607565	TRUE	
17009	KIAA0319	0.4279828861788589	0.000326458	TRUE	
17010	KRT8P43	0.4531939870741367	9.526919094515289e-05	TRUE	
17011	TDP2	0.22558277526623127	0.0005265	TRUE	
17012	ACOT13	0.2072193574983942	0.001110999	TRUE	
17014	C6orf62	0.17782768974635127	0.002277912	TRUE	
17020	FAM65B	0.28644792565169924	3.2443259492715395e-05	TRUE	
17021	MTCO2P33	0.3803847731227175	0.003788573	TRUE	
17022	PPIAP29	0.3645748170564478	0.002152999	TRUE	
17024	ASS1P1	0.3927223322236146	9.272408453003422e-05	TRUE	
17054	U91328.22	0.45502930291592136	5.423357442443479e-05	TRUE	
17074	LARP1P1	0.2570674466274289	0.004496576	TRUE	
17103	BTN2A1	0.17866933866883605	0.000116202	TRUE	
17104	BTN1A1	0.3239173538092878	0.002459595	TRUE	
17106	HCG11	0.3465257506304936	0.00015516	TRUE	
17135	ZNF391	0.27407543402218665	0.003976394	TRUE	
17181	ZSCAN16	0.15177308048111893	0.004426796	TRUE	
17189	ZSCAN9	0.096860047	0.002532914	TRUE	
17192	ZSCAN26	0.15668627616746594	0.000165612	TRUE	
17197	ZKSCAN3	0.167151071	0.000117355	TRUE	
17274	HLA-F-AS1	0.2276361592404982	0.00018661	TRUE	
17301	HCG9	0.2807698715554264	0.003769531	TRUE	
17316	TRIM26	-0.11997985	0.000785377	TRUE	
17334	GNL1	-0.199940238	0.000463508	TRUE	
17336	ABCF1	-0.16924125	0.001923481	TRUE	
17342	C6orf136	-0.12554626	0.000651539	TRUE	
17349	TUBB	-0.190990424	0.004971509	TRUE	
17356	LINC00243	0.26666503574685696	0.001044779	TRUE	
17366	HCG21	0.13414748568605714	0.000494537	TRUE	
17377	CCHCR1	-0.116097337	0.007383726	TRUE	
17379	POU5F1	0.3503238677728596	0.005498174	TRUE	
17380	PSORS1C3	0.4130286567654605	0.007777452	TRUE	
17381	XXbac-BPG299F13.17	0.37208853559588206	0.001204171	TRUE	
17382	HCG27	0.4471566472042884	0.000577276	TRUE	
17383	XXbac-BPG299F13.14	0.099759388	0.003461497	TRUE	
17417	TNF	-0.306837409	0.002378424	TRUE	
17426	BAG6	-0.220380966	8.950552072265276e-05	TRUE	
17430	CSNK2B	-0.163316629	1.6680898282431057e-05	TRUE	
17431	LY6G5B	-0.205368745	0.000114588	TRUE	
17462	NELFE	-0.118952757	0.000497049	TRUE	
17484	RNF5	-0.180013445	9.892496077673067e-06	TRUE	
17498	HLA-DRA	-0.237612134	0.004721624	TRUE	
17500	HLA-DRB5	-0.383281846	0.000916471	TRUE	
17502	HLA-DRB6	-0.422138454	0.001179115	TRUE	
17503	HLA-DRB1	-0.280290295	0.003033914	TRUE	
17505	HLA-DQB1	-0.330254113	0.00654229	TRUE	
17516	PSMB8-AS1	0.2144308682198021	0.000854819	TRUE	
17517	TAP1	0.14388318202188222	0.005682361	TRUE	
17522	HLA-DMA	-0.232771146	0.001223286	TRUE	
17526	HLA-DPA1	-0.309596466	0.001942855	TRUE	
17527	HLA-DPB1	-0.266104662	0.006877254	TRUE	
17540	RING1	-0.195176141	2.4624208158351146e-07	TRUE	
17545	VPS52	-0.101205427	0.000261901	TRUE	
17548	WDR46	-0.156958602	0.000653166	TRUE	
17561	PHF1	-0.226815841	0.004190689	TRUE	
17562	CUTA	-0.20725371	0.00027486	TRUE	
17569	BAK1	-0.149914276	0.001729983	TRUE	
17585	HMGA1	-0.184305957	0.005050239	TRUE	
17587	C6orf1	-0.109963917	0.001838909	TRUE	
17592	PACSIN1	-0.494963581	1.4660701913778102e-06	TRUE	
17595	C6orf106	-0.140151804	0.000211117	TRUE	
17605	ANKS1A	0.2515333047559517	0.001416035	TRUE	
17614	PPARD	-0.141642284	0.001420833	TRUE	
17618	MIR7111	-0.040619731	0.007786285	TRUE	
17620	TULP1	0.34467880645654503	0.007845667	TRUE	
17623	FKBP5	0.45262515605805953	0.000544982	TRUE	
17624	RP3-340B19.5	0.31358829281511313	0.000894028	TRUE	
17626	RP3-510O8.4	0.41911859176433985	0.001034674	TRUE	
17633	SRPK1	0.2575221848510941	4.4301113622825214e-05	TRUE	
17634	SLC26A8	0.35039834123438235	0.000267005	TRUE	
17635	DPRXP2	0.3252394758569593	0.004146203	TRUE	
17636	MAPK14	0.29675764772205554	0.000851249	TRUE	
17638	MAPK13	0.15076985679850957	0.002839461	TRUE	
17648	STK38	0.1185902936910368	0.004564225	TRUE	
17655	CDKN1A	-0.275276216	0.007824089	TRUE	
17660	C6orf89	0.17080484338971974	0.000337835	TRUE	
17663	MTCH1	-0.078155054	0.002390459	TRUE	
17708	DAAM2	0.7322991105579204	0.000807959	TRUE	
17709	XXyac-YR38GF2.1	0.831264792	1.7781426996933835e-05	TRUE	
17710	RP11-61I13.3	0.691267242	0.000290377	TRUE	
17716	LINC00951	-0.257289699	0.001667472	TRUE	
17718	LRFN2	-0.626346404	7.140056161474335e-05	TRUE	
17728	ADCY10P1	0.28379237825378506	8.097366003899276e-06	TRUE	
17747	FOXP4	-0.296014995	2.349488700525634e-05	TRUE	
17758	TOMM6	-0.130976651	0.003743577	TRUE	
17774	UBR2	0.17172410091428086	0.000105593	TRUE	
17779	GLTSCR1L	0.10957731536390725	0.004770507	TRUE	
